dateindex,date,date_integer,AG,AR,AI,BL,BS,BE,FR,GE,GL,GR,JU,LU,NE,NW,OW,SG,SH,SZ,SO,TI,TG,UR,VD,VS,ZG,ZH
2018-01-13,2018-01-13,867,35.0,100.0,,24.0,21.0,28.0,11.0,6.0,87.0,32.0,,30.0,,70.0,,21.0,44.0,65.0,18.0,10.0,13.0,98.0,3.0,16.0,48.0,28.0
2018-01-14,2018-01-14,868,36.0,100.0,,42.0,42.0,16.0,8.0,9.0,65.0,27.0,,34.0,,59.0,,29.0,33.0,47.0,23.0,11.0,40.0,67.0,,10.0,63.0,25.0
2018-01-15,2018-01-15,869,19.0,27.0,100.0,9.0,16.0,12.0,,,59.0,27.0,19.0,31.0,,,36.0,21.0,18.0,18.0,13.0,,12.0,86.0,3.0,6.0,34.0,16.0
2018-01-16,2018-01-16,870,54.0,69.0,,16.0,46.0,25.0,,3.0,62.0,63.0,,38.0,12.0,100.0,62.0,30.0,67.0,23.0,34.0,6.0,37.0,,7.0,6.0,13.0,29.0
2018-01-17,2018-01-17,871,14.0,,100.0,11.0,9.0,12.0,,2.0,,5.0,,22.0,7.0,30.0,,16.0,,23.0,14.0,3.0,24.0,35.0,4.0,3.0,19.0,12.0
2018-01-18,2018-01-18,872,20.0,70.0,,31.0,17.0,19.0,5.0,4.0,45.0,21.0,,29.0,,86.0,46.0,31.0,,27.0,38.0,4.0,38.0,100.0,3.0,7.0,26.0,20.0
2018-01-19,2018-01-19,873,40.0,72.0,,45.0,54.0,40.0,11.0,4.0,88.0,68.0,49.0,41.0,,,,43.0,65.0,64.0,55.0,8.0,21.0,100.0,6.0,13.0,54.0,30.0
2018-01-20,2018-01-20,874,47.0,59.0,,24.0,22.0,28.0,,,71.0,22.0,,45.0,,,100.0,50.0,,33.0,26.0,,23.0,,,,,25.0
2018-01-21,2018-01-21,875,30.0,41.0,,17.0,12.0,18.0,,,100.0,22.0,,19.0,,32.0,65.0,20.0,43.0,43.0,37.0,,17.0,52.0,3.0,3.0,19.0,15.0
2018-01-22,2018-01-22,876,18.0,50.0,100.0,11.0,6.0,22.0,4.0,,36.0,15.0,16.0,21.0,,32.0,50.0,22.0,34.0,21.0,21.0,7.0,24.0,,5.0,7.0,16.0,16.0
2018-01-23,2018-01-23,877,19.0,60.0,,11.0,6.0,10.0,9.0,,,24.0,,21.0,,31.0,100.0,14.0,25.0,25.0,21.0,3.0,14.0,38.0,4.0,5.0,33.0,16.0
2018-01-24,2018-01-24,878,23.0,30.0,,11.0,22.0,16.0,5.0,2.0,46.0,12.0,,25.0,,,,25.0,22.0,39.0,19.0,,22.0,100.0,6.0,11.0,16.0,18.0
2018-01-25,2018-01-25,879,24.0,,100.0,19.0,15.0,9.0,4.0,,59.0,7.0,,22.0,,,,17.0,43.0,29.0,19.0,,18.0,,5.0,,19.0,13.0
2018-01-26,2018-01-26,880,43.0,,,64.0,57.0,43.0,28.0,,,40.0,,95.0,,,,46.0,65.0,100.0,55.0,10.0,45.0,,8.0,12.0,46.0,45.0
2018-01-27,2018-01-27,881,43.0,47.0,,17.0,40.0,25.0,8.0,,,57.0,,50.0,,54.0,,29.0,100.0,23.0,47.0,,57.0,,5.0,,35.0,21.0
2018-01-28,2018-01-28,882,25.0,68.0,,24.0,29.0,15.0,,,43.0,15.0,,31.0,,100.0,36.0,24.0,42.0,19.0,9.0,,18.0,,4.0,10.0,17.0,21.0
2018-01-29,2018-01-29,883,54.0,,,46.0,36.0,37.0,15.0,4.0,100.0,51.0,,31.0,,,81.0,44.0,42.0,51.0,34.0,8.0,52.0,,14.0,22.0,50.0,29.0
2018-01-30,2018-01-30,884,29.0,73.0,,33.0,31.0,24.0,7.0,4.0,62.0,31.0,29.0,33.0,,100.0,53.0,31.0,62.0,14.0,36.0,,57.0,,8.0,6.0,34.0,25.0
2018-01-31,2018-01-31,885,35.0,51.0,,49.0,23.0,25.0,11.0,3.0,58.0,33.0,,32.0,,48.0,59.0,34.0,100.0,63.0,38.0,6.0,47.0,,7.0,15.0,23.0,24.0
2018-02-01,2018-02-01,886,31.0,96.0,,23.0,24.0,27.0,8.0,,63.0,27.0,32.0,29.0,,100.0,54.0,35.0,32.0,38.0,22.0,6.0,16.0,73.0,9.0,6.0,38.0,24.0
2018-02-02,2018-02-02,887,28.0,,,33.0,23.0,26.0,7.0,3.0,100.0,46.0,,40.0,,50.0,62.0,12.0,,21.0,36.0,5.0,45.0,,3.0,6.0,23.0,18.0
2018-02-03,2018-02-03,888,57.0,,,43.0,53.0,43.0,11.0,,,51.0,100.0,51.0,,,97.0,47.0,,78.0,34.0,,29.0,,8.0,9.0,40.0,34.0
2018-02-04,2018-02-04,889,18.0,29.0,100.0,18.0,13.0,19.0,,3.0,40.0,17.0,,13.0,,37.0,37.0,28.0,22.0,18.0,22.0,,21.0,41.0,4.0,4.0,,17.0
2018-02-05,2018-02-05,890,36.0,38.0,,20.0,17.0,18.0,8.0,2.0,100.0,36.0,23.0,35.0,,79.0,65.0,39.0,24.0,26.0,33.0,4.0,28.0,50.0,3.0,,23.0,19.0
2018-02-06,2018-02-06,891,47.0,74.0,,90.0,20.0,45.0,12.0,,94.0,21.0,,73.0,,,,36.0,100.0,89.0,47.0,8.0,50.0,,13.0,9.0,30.0,36.0
2018-02-07,2018-02-07,892,49.0,100.0,,30.0,31.0,24.0,25.0,3.0,63.0,34.0,,17.0,,60.0,64.0,31.0,56.0,16.0,36.0,7.0,16.0,79.0,5.0,10.0,14.0,24.0
2018-02-08,2018-02-08,893,31.0,,,23.0,32.0,47.0,23.0,,100.0,64.0,,70.0,,,,31.0,56.0,47.0,28.0,,61.0,,12.0,20.0,,38.0
2018-02-09,2018-02-09,894,66.0,,,53.0,41.0,29.0,19.0,,100.0,44.0,,38.0,,99.0,96.0,44.0,49.0,76.0,30.0,,62.0,,8.0,,44.0,31.0
2018-02-10,2018-02-10,895,9.0,25.0,100.0,9.0,5.0,7.0,,2.0,,10.0,,9.0,,47.0,,22.0,15.0,8.0,25.0,,15.0,33.0,3.0,3.0,20.0,9.0
2018-02-11,2018-02-11,896,34.0,43.0,,32.0,38.0,32.0,7.0,4.0,50.0,22.0,,24.0,12.0,,100.0,45.0,26.0,27.0,32.0,,25.0,57.0,2.0,10.0,33.0,23.0
2018-02-12,2018-02-12,897,37.0,55.0,,58.0,12.0,22.0,9.0,4.0,74.0,18.0,37.0,34.0,,,100.0,53.0,,28.0,55.0,,44.0,82.0,5.0,16.0,37.0,29.0
2018-02-13,2018-02-13,898,39.0,100.0,,40.0,21.0,26.0,8.0,,62.0,21.0,37.0,39.0,,62.0,,48.0,32.0,34.0,33.0,,30.0,75.0,6.0,12.0,49.0,23.0
2018-02-14,2018-02-14,899,23.0,,100.0,23.0,17.0,18.0,,,,19.0,,15.0,,38.0,,13.0,42.0,30.0,15.0,,23.0,68.0,1.0,4.0,9.0,14.0
2018-02-15,2018-02-15,900,86.0,90.0,,73.0,26.0,61.0,,,,49.0,61.0,43.0,,100.0,96.0,60.0,56.0,95.0,48.0,17.0,66.0,,9.0,10.0,49.0,50.0
2018-02-16,2018-02-16,901,55.0,88.0,,29.0,19.0,32.0,26.0,,,79.0,58.0,87.0,,,92.0,59.0,56.0,36.0,52.0,,33.0,100.0,12.0,14.0,46.0,38.0
2018-02-17,2018-02-17,902,13.0,30.0,100.0,24.0,28.0,11.0,,,,9.0,,13.0,,31.0,30.0,27.0,53.0,29.0,15.0,4.0,19.0,,2.0,6.0,31.0,12.0
2018-02-18,2018-02-18,903,19.0,,100.0,14.0,12.0,19.0,8.0,,34.0,9.0,40.0,25.0,,,,23.0,17.0,54.0,12.0,,21.0,35.0,4.0,6.0,10.0,16.0
2018-02-19,2018-02-19,904,61.0,46.0,,19.0,25.0,26.0,11.0,,58.0,76.0,,42.0,11.0,100.0,52.0,37.0,28.0,27.0,27.0,,40.0,,9.0,6.0,29.0,26.0
2018-02-20,2018-02-20,905,14.0,,,19.0,11.0,14.0,,2.0,40.0,13.0,,16.0,,100.0,,15.0,37.0,30.0,20.0,,14.0,40.0,2.0,4.0,15.0,16.0
2018-02-21,2018-02-21,906,43.0,,,41.0,34.0,37.0,27.0,,,20.0,36.0,51.0,,100.0,,56.0,56.0,44.0,45.0,,49.0,87.0,9.0,14.0,15.0,23.0
2018-02-22,2018-02-22,907,29.0,36.0,,29.0,19.0,25.0,11.0,4.0,51.0,37.0,,19.0,9.0,100.0,,21.0,,33.0,13.0,9.0,25.0,52.0,2.0,17.0,14.0,15.0
2018-02-23,2018-02-23,908,35.0,,,54.0,26.0,23.0,10.0,,86.0,57.0,43.0,35.0,,73.0,75.0,50.0,,21.0,61.0,8.0,100.0,96.0,10.0,16.0,57.0,29.0
2018-02-24,2018-02-24,909,62.0,,,47.0,30.0,27.0,11.0,,90.0,27.0,51.0,34.0,,88.0,,47.0,100.0,23.0,39.0,,51.0,,12.0,8.0,26.0,47.0
2018-02-25,2018-02-25,910,15.0,15.0,100.0,17.0,12.0,11.0,2.0,,31.0,7.0,,16.0,,,,10.0,16.0,12.0,10.0,7.0,14.0,20.0,1.0,2.0,17.0,10.0
2018-02-26,2018-02-26,911,22.0,29.0,100.0,27.0,13.0,16.0,,,38.0,27.0,,22.0,20.0,29.0,30.0,13.0,51.0,21.0,16.0,6.0,24.0,67.0,3.0,7.0,15.0,21.0
2018-02-27,2018-02-27,912,39.0,,,26.0,22.0,26.0,,3.0,,24.0,,30.0,,49.0,98.0,42.0,95.0,43.0,53.0,10.0,46.0,100.0,3.0,5.0,29.0,27.0
2018-02-28,2018-02-28,913,19.0,51.0,100.0,11.0,13.0,19.0,4.0,2.0,62.0,18.0,36.0,30.0,7.0,,31.0,20.0,35.0,39.0,19.0,,21.0,,5.0,5.0,8.0,16.0
2018-03-01,2018-03-01,914,17.0,28.0,100.0,29.0,12.0,15.0,5.0,3.0,37.0,8.0,,22.0,,33.0,,28.0,19.0,9.0,15.0,3.0,14.0,38.0,3.0,3.0,8.0,17.0
2018-03-02,2018-03-02,915,16.0,26.0,100.0,15.0,4.0,10.0,4.0,,,11.0,,17.0,,,61.0,20.0,16.0,12.0,24.0,3.0,24.0,,4.0,3.0,21.0,13.0
2018-03-03,2018-03-03,916,45.0,,,34.0,33.0,33.0,9.0,,64.0,20.0,,34.0,,69.0,100.0,31.0,53.0,43.0,20.0,8.0,60.0,,5.0,13.0,40.0,23.0
2018-03-04,2018-03-04,917,48.0,60.0,,41.0,38.0,26.0,14.0,5.0,75.0,56.0,41.0,44.0,,,100.0,68.0,98.0,59.0,33.0,9.0,53.0,,10.0,15.0,63.0,35.0
2018-03-05,2018-03-05,918,51.0,65.0,,25.0,29.0,33.0,,11.0,86.0,29.0,,47.0,,100.0,,47.0,78.0,38.0,43.0,,61.0,91.0,8.0,31.0,31.0,36.0
2018-03-06,2018-03-06,919,17.0,30.0,,15.0,12.0,20.0,4.0,2.0,,22.0,19.0,22.0,,100.0,,25.0,20.0,32.0,29.0,,26.0,41.0,4.0,4.0,20.0,17.0
2018-03-07,2018-03-07,920,36.0,65.0,,64.0,17.0,33.0,,,,23.0,,26.0,17.0,100.0,70.0,39.0,85.0,20.0,50.0,,52.0,,11.0,12.0,35.0,39.0
2018-03-08,2018-03-08,921,41.0,,,44.0,51.0,48.0,12.0,4.0,94.0,59.0,49.0,68.0,,86.0,100.0,60.0,48.0,37.0,27.0,,29.0,,14.0,10.0,39.0,37.0
2018-03-09,2018-03-09,922,35.0,86.0,,25.0,41.0,30.0,,,97.0,13.0,,45.0,,,100.0,42.0,46.0,59.0,44.0,9.0,28.0,,7.0,23.0,39.0,38.0
2018-03-10,2018-03-10,923,44.0,67.0,,23.0,47.0,42.0,,,91.0,23.0,45.0,56.0,39.0,71.0,,42.0,43.0,66.0,25.0,9.0,60.0,94.0,10.0,,100.0,25.0
2018-03-11,2018-03-11,924,33.0,100.0,,29.0,34.0,30.0,15.0,4.0,,23.0,,40.0,,,57.0,25.0,48.0,37.0,25.0,6.0,32.0,,7.0,6.0,36.0,27.0
2018-03-12,2018-03-12,925,30.0,69.0,,37.0,15.0,22.0,6.0,2.0,52.0,11.0,22.0,23.0,,40.0,100.0,27.0,34.0,34.0,33.0,,34.0,73.0,7.0,5.0,43.0,16.0
2018-03-13,2018-03-13,926,14.0,54.0,100.0,19.0,19.0,18.0,7.0,1.0,42.0,34.0,,10.0,,58.0,,19.0,,35.0,15.0,3.0,17.0,,4.0,,6.0,15.0
2018-03-14,2018-03-14,927,23.0,,,31.0,11.0,16.0,,2.0,,21.0,22.0,11.0,,59.0,100.0,21.0,24.0,11.0,15.0,,21.0,,5.0,9.0,9.0,18.0
2018-03-15,2018-03-15,928,19.0,30.0,100.0,25.0,16.0,20.0,4.0,2.0,43.0,16.0,20.0,21.0,7.0,36.0,34.0,31.0,38.0,18.0,22.0,4.0,23.0,47.0,4.0,7.0,23.0,14.0
2018-03-16,2018-03-16,929,40.0,70.0,,16.0,45.0,29.0,11.0,4.0,,56.0,,30.0,,72.0,81.0,46.0,87.0,89.0,46.0,,32.0,100.0,8.0,9.0,50.0,27.0
2018-03-17,2018-03-17,930,42.0,,,19.0,47.0,25.0,,4.0,81.0,32.0,40.0,29.0,,,,35.0,100.0,72.0,30.0,8.0,50.0,78.0,5.0,7.0,42.0,28.0
2018-03-18,2018-03-18,931,59.0,80.0,,34.0,49.0,41.0,12.0,13.0,100.0,23.0,54.0,48.0,,,,45.0,77.0,86.0,36.0,,100.0,,17.0,21.0,70.0,42.0
2018-03-19,2018-03-19,932,49.0,75.0,,53.0,20.0,43.0,11.0,4.0,,49.0,,54.0,18.0,89.0,86.0,39.0,92.0,46.0,63.0,16.0,49.0,100.0,7.0,21.0,37.0,35.0
2018-03-20,2018-03-20,933,23.0,100.0,,30.0,12.0,17.0,7.0,2.0,40.0,17.0,,21.0,8.0,,,34.0,42.0,36.0,29.0,4.0,19.0,,3.0,,17.0,16.0
2018-03-21,2018-03-21,934,22.0,49.0,,30.0,19.0,19.0,5.0,,100.0,28.0,,24.0,8.0,39.0,89.0,26.0,40.0,20.0,23.0,4.0,26.0,,6.0,5.0,9.0,14.0
2018-03-22,2018-03-22,935,18.0,29.0,100.0,17.0,8.0,16.0,7.0,2.0,,24.0,20.0,14.0,,34.0,,22.0,45.0,22.0,25.0,4.0,33.0,,2.0,4.0,12.0,13.0
2018-03-23,2018-03-23,936,18.0,,,23.0,10.0,16.0,5.0,,43.0,10.0,,23.0,,40.0,84.0,25.0,23.0,11.0,20.0,4.0,26.0,100.0,3.0,5.0,10.0,16.0
2018-03-24,2018-03-24,937,23.0,,,7.0,37.0,21.0,6.0,,,29.0,28.0,22.0,,100.0,46.0,16.0,25.0,31.0,,,44.0,,4.0,,44.0,17.0
2018-03-25,2018-03-25,938,19.0,41.0,,19.0,13.0,17.0,4.0,,100.0,22.0,,18.0,7.0,94.0,27.0,19.0,17.0,20.0,19.0,4.0,29.0,,3.0,5.0,14.0,14.0
2018-03-26,2018-03-26,939,24.0,42.0,,45.0,12.0,19.0,6.0,3.0,80.0,37.0,30.0,43.0,,43.0,100.0,24.0,26.0,18.0,33.0,5.0,57.0,,8.0,6.0,47.0,22.0
2018-03-27,2018-03-27,940,36.0,46.0,,26.0,18.0,26.0,,,100.0,24.0,,15.0,,52.0,,40.0,32.0,59.0,35.0,6.0,28.0,,7.0,,34.0,24.0
2018-03-28,2018-03-28,941,44.0,,,13.0,33.0,34.0,26.0,6.0,,36.0,46.0,45.0,17.0,84.0,100.0,30.0,66.0,44.0,30.0,9.0,77.0,,9.0,18.0,20.0,35.0
2018-03-29,2018-03-29,942,34.0,100.0,,36.0,42.0,24.0,,3.0,63.0,18.0,,15.0,,,52.0,37.0,66.0,30.0,17.0,6.0,9.0,,6.0,,15.0,17.0
2018-03-30,2018-03-30,943,8.0,22.0,100.0,9.0,7.0,10.0,3.0,,27.0,16.0,,13.0,,54.0,25.0,12.0,29.0,22.0,6.0,4.0,14.0,,2.0,3.0,17.0,10.0
2018-03-31,2018-03-31,944,32.0,,,66.0,70.0,26.0,12.0,,,29.0,,26.0,,,,39.0,100.0,35.0,49.0,,45.0,,10.0,8.0,29.0,37.0
2018-04-01,2018-04-01,945,19.0,40.0,,22.0,10.0,22.0,7.0,8.0,,7.0,,22.0,,100.0,,19.0,,19.0,11.0,9.0,12.0,53.0,5.0,5.0,16.0,17.0
2018-04-02,2018-04-02,946,23.0,27.0,100.0,17.0,11.0,13.0,4.0,3.0,37.0,19.0,19.0,27.0,,,,14.0,17.0,16.0,28.0,,16.0,,3.0,,10.0,13.0
2018-04-03,2018-04-03,947,16.0,25.0,100.0,10.0,14.0,16.0,8.0,,42.0,5.0,,17.0,,34.0,30.0,19.0,47.0,8.0,18.0,3.0,19.0,36.0,3.0,7.0,14.0,13.0
2018-04-04,2018-04-04,948,23.0,30.0,100.0,16.0,15.0,17.0,,4.0,,18.0,20.0,14.0,,,39.0,21.0,38.0,18.0,13.0,,24.0,42.0,3.0,4.0,18.0,15.0
2018-04-05,2018-04-05,949,15.0,32.0,,12.0,15.0,24.0,5.0,,100.0,28.0,23.0,22.0,,,47.0,23.0,21.0,30.0,20.0,4.0,34.0,44.0,3.0,,16.0,14.0
2018-04-06,2018-04-06,950,24.0,,,19.0,6.0,13.0,6.0,,,15.0,26.0,14.0,,90.0,48.0,15.0,48.0,17.0,16.0,4.0,34.0,100.0,4.0,5.0,14.0,15.0
2018-04-07,2018-04-07,951,62.0,88.0,,56.0,24.0,31.0,12.0,,,33.0,,19.0,,99.0,91.0,27.0,77.0,50.0,44.0,,16.0,100.0,6.0,10.0,58.0,28.0
2018-04-08,2018-04-08,952,37.0,49.0,,43.0,15.0,12.0,8.0,,100.0,32.0,,28.0,,67.0,,24.0,66.0,,46.0,,40.0,,7.0,12.0,43.0,19.0
2018-04-09,2018-04-09,953,44.0,100.0,,25.0,29.0,32.0,7.0,6.0,71.0,44.0,,45.0,,,61.0,38.0,33.0,24.0,31.0,6.0,24.0,72.0,5.0,,19.0,26.0
2018-04-10,2018-04-10,954,50.0,100.0,,32.0,37.0,24.0,,,73.0,25.0,,28.0,,,,36.0,37.0,53.0,59.0,13.0,47.0,,5.0,19.0,45.0,28.0
2018-04-11,2018-04-11,955,39.0,53.0,,15.0,19.0,25.0,21.0,,,16.0,,35.0,12.0,,100.0,29.0,28.0,53.0,26.0,,24.0,67.0,8.0,13.0,26.0,21.0
2018-04-12,2018-04-12,956,39.0,82.0,,76.0,39.0,33.0,23.0,4.0,,16.0,,46.0,,,,38.0,100.0,90.0,27.0,8.0,43.0,,9.0,9.0,41.0,30.0
2018-04-13,2018-04-13,957,27.0,77.0,,44.0,23.0,23.0,,,65.0,26.0,,21.0,12.0,50.0,51.0,31.0,57.0,100.0,21.0,5.0,27.0,,7.0,,25.0,16.0
2018-04-14,2018-04-14,958,29.0,100.0,,31.0,17.0,22.0,18.0,4.0,,29.0,,33.0,,,80.0,30.0,63.0,19.0,28.0,8.0,18.0,,3.0,,23.0,16.0
2018-04-15,2018-04-15,959,54.0,79.0,,43.0,21.0,44.0,17.0,,89.0,50.0,,20.0,20.0,81.0,100.0,69.0,41.0,62.0,47.0,,39.0,,7.0,,40.0,34.0
2018-04-16,2018-04-16,960,21.0,,100.0,22.0,13.0,19.0,4.0,,,16.0,,18.0,,31.0,,19.0,17.0,24.0,24.0,,33.0,37.0,3.0,4.0,22.0,15.0
2018-04-17,2018-04-17,961,35.0,100.0,,28.0,29.0,38.0,18.0,,79.0,42.0,,22.0,,63.0,68.0,43.0,37.0,36.0,54.0,,34.0,85.0,6.0,26.0,32.0,32.0
2018-04-18,2018-04-18,962,28.0,38.0,,14.0,15.0,13.0,,2.0,45.0,22.0,24.0,19.0,,,,20.0,100.0,33.0,35.0,8.0,28.0,,4.0,5.0,10.0,19.0
2018-04-19,2018-04-19,963,18.0,,,14.0,8.0,14.0,,,,25.0,38.0,15.0,,100.0,32.0,21.0,,26.0,16.0,3.0,11.0,,4.0,4.0,8.0,13.0
2018-04-20,2018-04-20,964,22.0,100.0,,23.0,10.0,21.0,,,,12.0,,33.0,,83.0,,33.0,45.0,30.0,25.0,,36.0,,5.0,7.0,41.0,15.0
2018-04-21,2018-04-21,965,15.0,36.0,,6.0,25.0,11.0,,,100.0,19.0,,26.0,,,,10.0,39.0,16.0,13.0,5.0,25.0,,5.0,10.0,14.0,12.0
2018-04-22,2018-04-22,966,16.0,31.0,100.0,20.0,19.0,14.0,,,,12.0,21.0,27.0,,,39.0,15.0,22.0,19.0,14.0,4.0,11.0,45.0,5.0,7.0,34.0,14.0
2018-04-23,2018-04-23,967,8.0,10.0,100.0,6.0,4.0,4.0,1.0,,16.0,8.0,,8.0,,12.0,,8.0,,6.0,11.0,1.0,14.0,14.0,1.0,2.0,7.0,6.0
2018-04-24,2018-04-24,968,44.0,,,53.0,33.0,30.0,9.0,,80.0,22.0,,49.0,,100.0,71.0,38.0,39.0,19.0,47.0,,28.0,89.0,10.0,,50.0,32.0
2018-04-25,2018-04-25,969,41.0,73.0,,29.0,35.0,35.0,11.0,4.0,,85.0,,36.0,,86.0,93.0,31.0,,43.0,42.0,16.0,100.0,,9.0,10.0,29.0,37.0
2018-04-26,2018-04-26,970,49.0,83.0,,25.0,21.0,43.0,,5.0,100.0,64.0,,53.0,,80.0,95.0,55.0,53.0,71.0,53.0,9.0,51.0,,12.0,23.0,62.0,33.0
2018-04-27,2018-04-27,971,35.0,54.0,,25.0,8.0,20.0,24.0,,100.0,24.0,,30.0,14.0,56.0,,33.0,37.0,47.0,35.0,5.0,25.0,73.0,2.0,,14.0,23.0
2018-04-28,2018-04-28,972,30.0,95.0,,22.0,21.0,16.0,14.0,7.0,,27.0,,20.0,,,58.0,21.0,100.0,36.0,20.0,,31.0,60.0,5.0,7.0,17.0,15.0
2018-04-29,2018-04-29,973,20.0,27.0,100.0,24.0,24.0,12.0,4.0,,35.0,21.0,,22.0,,,33.0,19.0,19.0,18.0,15.0,8.0,19.0,39.0,3.0,,25.0,17.0
2018-04-30,2018-04-30,974,18.0,63.0,100.0,27.0,15.0,16.0,9.0,,,7.0,20.0,24.0,,64.0,70.0,20.0,,,16.0,4.0,15.0,88.0,6.0,9.0,13.0,17.0
2018-05-01,2018-05-01,975,32.0,,,37.0,16.0,30.0,,,100.0,20.0,30.0,25.0,,46.0,74.0,40.0,58.0,25.0,29.0,12.0,33.0,64.0,4.0,6.0,33.0,21.0
2018-05-02,2018-05-02,976,52.0,,,58.0,53.0,44.0,12.0,,100.0,57.0,52.0,23.0,,,86.0,41.0,53.0,78.0,54.0,,67.0,,10.0,12.0,31.0,36.0
2018-05-03,2018-05-03,977,30.0,46.0,,30.0,27.0,28.0,7.0,,62.0,22.0,,21.0,23.0,100.0,60.0,32.0,30.0,39.0,24.0,,13.0,69.0,9.0,21.0,25.0,24.0
2018-05-04,2018-05-04,978,13.0,,100.0,18.0,16.0,16.0,4.0,,41.0,21.0,,22.0,,31.0,,14.0,,19.0,7.0,3.0,8.0,42.0,3.0,4.0,18.0,10.0
2018-05-05,2018-05-05,979,16.0,32.0,100.0,17.0,20.0,15.0,5.0,,,22.0,,14.0,,,,16.0,22.0,23.0,23.0,4.0,19.0,,6.0,,25.0,13.0
2018-05-06,2018-05-06,980,37.0,100.0,,18.0,33.0,29.0,8.0,,,44.0,,29.0,,,60.0,32.0,51.0,67.0,23.0,,35.0,75.0,5.0,,28.0,26.0
2018-05-07,2018-05-07,981,21.0,58.0,96.0,16.0,13.0,14.0,5.0,2.0,100.0,11.0,,20.0,8.0,38.0,,24.0,41.0,26.0,5.0,,28.0,52.0,5.0,,16.0,16.0
2018-05-08,2018-05-08,982,11.0,65.0,,20.0,6.0,14.0,4.0,2.0,,25.0,18.0,25.0,,100.0,39.0,18.0,60.0,18.0,12.0,3.0,19.0,,3.0,4.0,24.0,13.0
2018-05-09,2018-05-09,983,33.0,60.0,,35.0,42.0,20.0,10.0,4.0,,53.0,,22.0,17.0,,77.0,38.0,46.0,47.0,59.0,8.0,28.0,100.0,10.0,10.0,18.0,25.0
2018-05-10,2018-05-10,984,29.0,,,25.0,33.0,30.0,,,,58.0,,23.0,,54.0,100.0,48.0,47.0,29.0,16.0,10.0,26.0,,10.0,7.0,39.0,21.0
2018-05-11,2018-05-11,985,46.0,,,30.0,19.0,35.0,9.0,,74.0,21.0,,25.0,,100.0,,34.0,34.0,,50.0,12.0,27.0,,8.0,8.0,35.0,22.0
2018-05-12,2018-05-12,986,16.0,100.0,,28.0,17.0,9.0,6.0,3.0,,30.0,27.0,12.0,,,,19.0,,46.0,11.0,,20.0,,2.0,,23.0,11.0
2018-05-13,2018-05-13,987,41.0,83.0,,26.0,39.0,41.0,11.0,,89.0,60.0,,45.0,,84.0,86.0,37.0,,35.0,44.0,10.0,94.0,100.0,11.0,29.0,79.0,35.0
2018-05-14,2018-05-14,988,21.0,65.0,,19.0,24.0,22.0,5.0,,,38.0,21.0,13.0,,39.0,83.0,24.0,40.0,21.0,36.0,4.0,27.0,100.0,3.0,,35.0,15.0
2018-05-15,2018-05-15,989,24.0,,,10.0,19.0,21.0,6.0,2.0,100.0,19.0,,28.0,,59.0,50.0,18.0,65.0,24.0,23.0,10.0,39.0,53.0,7.0,6.0,9.0,19.0
2018-05-16,2018-05-16,990,87.0,97.0,,54.0,44.0,53.0,31.0,7.0,,69.0,74.0,66.0,,,,59.0,66.0,34.0,38.0,13.0,100.0,,17.0,16.0,42.0,54.0
2018-05-17,2018-05-17,991,22.0,25.0,100.0,9.0,9.0,14.0,4.0,,,21.0,,24.0,,,34.0,18.0,33.0,8.0,12.0,7.0,11.0,45.0,6.0,4.0,14.0,12.0
2018-05-18,2018-05-18,992,24.0,,,15.0,24.0,14.0,14.0,2.0,52.0,28.0,,13.0,,44.0,100.0,20.0,25.0,11.0,10.0,,19.0,50.0,5.0,6.0,21.0,19.0
2018-05-19,2018-05-19,993,19.0,,,23.0,10.0,17.0,12.0,,62.0,12.0,,38.0,,,,30.0,36.0,16.0,13.0,,15.0,100.0,8.0,14.0,48.0,11.0
2018-05-20,2018-05-20,994,60.0,,,53.0,63.0,33.0,,13.0,100.0,33.0,,54.0,,,85.0,40.0,48.0,56.0,59.0,10.0,34.0,88.0,9.0,10.0,91.0,29.0
2018-05-21,2018-05-21,995,20.0,36.0,100.0,21.0,24.0,23.0,5.0,,,27.0,,20.0,,80.0,44.0,13.0,45.0,16.0,16.0,5.0,21.0,43.0,1.0,,19.0,18.0
2018-05-22,2018-05-22,996,72.0,79.0,,58.0,39.0,33.0,,4.0,100.0,35.0,,37.0,,84.0,,53.0,50.0,57.0,66.0,17.0,63.0,97.0,9.0,17.0,40.0,43.0
2018-05-23,2018-05-23,997,35.0,70.0,,63.0,19.0,33.0,9.0,4.0,81.0,31.0,44.0,36.0,16.0,,77.0,47.0,41.0,30.0,45.0,,56.0,100.0,9.0,,54.0,39.0
2018-05-24,2018-05-24,998,20.0,43.0,100.0,18.0,22.0,16.0,4.0,4.0,,38.0,,23.0,8.0,,,17.0,20.0,19.0,24.0,7.0,26.0,,4.0,9.0,17.0,13.0
2018-05-25,2018-05-25,999,18.0,34.0,100.0,19.0,11.0,13.0,,,,14.0,21.0,13.0,,96.0,,14.0,,18.0,8.0,,11.0,,4.0,5.0,24.0,11.0
2018-05-26,2018-05-26,1000,14.0,54.0,,23.0,10.0,22.0,5.0,3.0,,,,15.0,,35.0,100.0,16.0,21.0,10.0,9.0,,23.0,,3.0,,36.0,11.0
2018-05-27,2018-05-27,1001,13.0,17.0,100.0,16.0,10.0,8.0,3.0,1.0,,9.0,,9.0,,19.0,,13.0,11.0,10.0,9.0,4.0,15.0,,3.0,2.0,12.0,7.0
