,canton,search_wohnung,date
4346,Sankt Gallen,31.0,2016-07-16
4347,Basel-Stadt,21.0,2016-07-16
4348,Aargau,19.0,2016-07-16
4349,Thurgau,19.0,2016-07-16
4350,Wallis,16.0,2016-07-16
4351,Luzern,13.0,2016-07-16
4352,Solothurn,11.0,2016-07-16
4353,Zürich,10.0,2016-07-16
4354,Bern,9.0,2016-07-16
4355,Appenzell Innerrhoden,,2016-07-16
4356,Appenzell Ausserrhoden,,2016-07-16
4357,Freiburg,,2016-07-16
4358,Genf,,2016-07-16
4359,Glarus,,2016-07-16
4360,Jura,,2016-07-16
4361,Neuenburg,,2016-07-16
4362,Nidwalden,,2016-07-16
4363,Obwalden,,2016-07-16
4364,Schaffhausen,,2016-07-16
4365,Tessin,,2016-07-16
4366,Uri,,2016-07-16
4367,Waadt,,2016-07-16
4368,Obwalden,100.0,2018-03-28
4369,Nidwalden,84.0,2018-03-28
4370,Thurgau,77.0,2018-03-28
4371,Schaffhausen,66.0,2018-03-28
4372,Jura,46.0,2018-03-28
4373,Luzern,45.0,2018-03-28
4374,Aargau,44.0,2018-03-28
4375,Schwyz,44.0,2018-03-28
4376,Graubünden,36.0,2018-03-28
4377,Zürich,35.0,2018-03-28
4378,Bern,34.0,2018-03-28
4379,Basel-Stadt,33.0,2018-03-28
4380,Solothurn,30.0,2018-03-28
4381,Sankt Gallen,30.0,2018-03-28
4382,Freiburg,26.0,2018-03-28
4383,Zug,20.0,2018-03-28
4384,Wallis,18.0,2018-03-28
4385,Neuenburg,17.0,2018-03-28
4386,Basel-Landschaft,13.0,2018-03-28
4387,Waadt,9.0,2018-03-28
4388,Tessin,9.0,2018-03-28
4389,Genf,6.0,2018-03-28
4390,Appenzell Innerrhoden,,2018-03-28
4391,Appenzell Ausserrhoden,,2018-03-28
4392,Glarus,,2018-03-28
4393,Uri,,2018-03-28
4394,Appenzell Ausserrhoden,100.0,2017-01-08
4395,Uri,62.0,2017-01-08
4396,Basel-Landschaft,38.0,2017-01-08
4397,Luzern,24.0,2017-01-08
4398,Basel-Stadt,23.0,2017-01-08
4399,Solothurn,22.0,2017-01-08
4400,Zug,22.0,2017-01-08
4401,Aargau,21.0,2017-01-08
4402,Sankt Gallen,17.0,2017-01-08
4403,Schwyz,16.0,2017-01-08
4404,Bern,14.0,2017-01-08
4405,Freiburg,13.0,2017-01-08
4406,Wallis,11.0,2017-01-08
4407,Zürich,10.0,2017-01-08
4408,Thurgau,9.0,2017-01-08
4409,Graubünden,7.0,2017-01-08
4410,Tessin,5.0,2017-01-08
4411,Genf,2.0,2017-01-08
4412,Waadt,2.0,2017-01-08
4413,Appenzell Innerrhoden,,2017-01-08
4414,Glarus,,2017-01-08
4415,Jura,,2017-01-08
4416,Neuenburg,,2017-01-08
4417,Nidwalden,,2017-01-08
4418,Obwalden,,2017-01-08
4419,Schaffhausen,,2017-01-08
4420,Schwyz,100.0,2015-09-10
4421,Thurgau,77.0,2015-09-10
4422,Basel-Landschaft,72.0,2015-09-10
4423,Neuenburg,69.0,2015-09-10
4424,Luzern,52.0,2015-09-10
4425,Solothurn,47.0,2015-09-10
4426,Aargau,47.0,2015-09-10
4427,Zug,40.0,2015-09-10
4428,Zürich,39.0,2015-09-10
4429,Graubünden,38.0,2015-09-10
4430,Bern,34.0,2015-09-10
4431,Sankt Gallen,29.0,2015-09-10
4432,Wallis,27.0,2015-09-10
4433,Basel-Stadt,24.0,2015-09-10
4434,Tessin,20.0,2015-09-10
4435,Genf,13.0,2015-09-10
4436,Waadt,8.0,2015-09-10
4437,Appenzell Innerrhoden,,2015-09-10
4438,Appenzell Ausserrhoden,,2015-09-10
4439,Freiburg,,2015-09-10
4440,Glarus,,2015-09-10
4441,Jura,,2015-09-10
4442,Nidwalden,,2015-09-10
4443,Obwalden,,2015-09-10
4444,Schaffhausen,,2015-09-10
4445,Uri,,2015-09-10
4446,Appenzell Innerrhoden,100.0,2018-04-03
4447,Schaffhausen,47.0,2018-04-03
4448,Glarus,42.0,2018-04-03
4449,Uri,36.0,2018-04-03
4450,Nidwalden,34.0,2018-04-03
4451,Obwalden,30.0,2018-04-03
4452,Appenzell Ausserrhoden,25.0,2018-04-03
4453,Thurgau,19.0,2018-04-03
4454,Sankt Gallen,19.0,2018-04-03
4455,Solothurn,18.0,2018-04-03
4456,Luzern,17.0,2018-04-03
4457,Aargau,16.0,2018-04-03
4458,Bern,16.0,2018-04-03
4459,Basel-Stadt,14.0,2018-04-03
4460,Zug,14.0,2018-04-03
4461,Zürich,13.0,2018-04-03
4462,Basel-Landschaft,10.0,2018-04-03
4463,Schwyz,8.0,2018-04-03
4464,Freiburg,8.0,2018-04-03
4465,Wallis,7.0,2018-04-03
4466,Graubünden,5.0,2018-04-03
4467,Tessin,3.0,2018-04-03
4468,Waadt,3.0,2018-04-03
4469,Genf,,2018-04-03
4470,Jura,,2018-04-03
4471,Neuenburg,,2018-04-03
4472,Schaffhausen,100.0,2017-06-23
4473,Obwalden,73.0,2017-06-23
4474,Uri,72.0,2017-06-23
4475,Graubünden,50.0,2017-06-23
4476,Aargau,29.0,2017-06-23
4477,Basel-Stadt,18.0,2017-06-23
4478,Thurgau,18.0,2017-06-23
4479,Luzern,18.0,2017-06-23
4480,Zug,17.0,2017-06-23
4481,Basel-Landschaft,17.0,2017-06-23
4482,Sankt Gallen,16.0,2017-06-23
4483,Schwyz,15.0,2017-06-23
4484,Solothurn,13.0,2017-06-23
4485,Zürich,13.0,2017-06-23
4486,Freiburg,7.0,2017-06-23
4487,Bern,6.0,2017-06-23
4488,Tessin,5.0,2017-06-23
4489,Genf,2.0,2017-06-23
4490,Waadt,2.0,2017-06-23
4491,Appenzell Innerrhoden,,2017-06-23
4492,Appenzell Ausserrhoden,,2017-06-23
4493,Glarus,,2017-06-23
4494,Jura,,2017-06-23
4495,Neuenburg,,2017-06-23
4496,Nidwalden,,2017-06-23
4497,Wallis,,2017-06-23
4498,Appenzell Innerrhoden,100.0,2016-05-10
4499,Schaffhausen,12.0,2016-05-10
4500,Sankt Gallen,8.0,2016-05-10
4501,Solothurn,8.0,2016-05-10
4502,Basel-Stadt,8.0,2016-05-10
4503,Aargau,7.0,2016-05-10
4504,Luzern,7.0,2016-05-10
4505,Schwyz,7.0,2016-05-10
4506,Zürich,5.0,2016-05-10
4507,Graubünden,4.0,2016-05-10
4508,Thurgau,4.0,2016-05-10
4509,Bern,4.0,2016-05-10
4510,Basel-Landschaft,3.0,2016-05-10
4511,Wallis,3.0,2016-05-10
4512,Waadt,1.0,2016-05-10
4513,Genf,1.0,2016-05-10
4514,Appenzell Ausserrhoden,,2016-05-10
4515,Freiburg,,2016-05-10
4516,Glarus,,2016-05-10
4517,Jura,,2016-05-10
4518,Neuenburg,,2016-05-10
4519,Nidwalden,,2016-05-10
4520,Obwalden,,2016-05-10
4521,Tessin,,2016-05-10
4522,Uri,,2016-05-10
4523,Zug,,2016-05-10
4524,Appenzell Innerrhoden,100.0,2017-02-14
4525,Glarus,31.0,2017-02-14
4526,Uri,27.0,2017-02-14
4527,Appenzell Ausserrhoden,22.0,2017-02-14
4528,Schaffhausen,18.0,2017-02-14
4529,Jura,16.0,2017-02-14
4530,Solothurn,14.0,2017-02-14
4531,Zug,14.0,2017-02-14
4532,Aargau,10.0,2017-02-14
4533,Sankt Gallen,9.0,2017-02-14
4534,Basel-Landschaft,8.0,2017-02-14
4535,Graubünden,7.0,2017-02-14
4536,Luzern,7.0,2017-02-14
4537,Schwyz,7.0,2017-02-14
4538,Thurgau,6.0,2017-02-14
4539,Bern,6.0,2017-02-14
4540,Basel-Stadt,6.0,2017-02-14
4541,Zürich,6.0,2017-02-14
4542,Wallis,3.0,2017-02-14
4543,Waadt,1.0,2017-02-14
4544,Genf,1.0,2017-02-14
4545,Freiburg,,2017-02-14
4546,Neuenburg,,2017-02-14
4547,Nidwalden,,2017-02-14
4548,Obwalden,,2017-02-14
4549,Tessin,,2017-02-14
4550,Schaffhausen,100.0,2015-12-26
4551,Basel-Landschaft,69.0,2015-12-26
4552,Luzern,34.0,2015-12-26
4553,Zürich,31.0,2015-12-26
4554,Solothurn,27.0,2015-12-26
4555,Genf,26.0,2015-12-26
4556,Bern,20.0,2015-12-26
4557,Basel-Stadt,18.0,2015-12-26
4558,Sankt Gallen,14.0,2015-12-26
4559,Aargau,13.0,2015-12-26
4560,Appenzell Innerrhoden,,2015-12-26
4561,Appenzell Ausserrhoden,,2015-12-26
4562,Freiburg,,2015-12-26
4563,Glarus,,2015-12-26
4564,Graubünden,,2015-12-26
4565,Jura,,2015-12-26
4566,Neuenburg,,2015-12-26
4567,Nidwalden,,2015-12-26
4568,Obwalden,,2015-12-26
4569,Schwyz,,2015-12-26
4570,Thurgau,,2015-12-26
4571,Tessin,,2015-12-26
4572,Uri,,2015-12-26
4573,Waadt,,2015-12-26
4574,Wallis,,2015-12-26
4575,Zug,,2015-12-26
4576,Obwalden,100.0,2017-10-07
4577,Appenzell Ausserrhoden,70.0,2017-10-07
4578,Nidwalden,69.0,2017-10-07
4579,Schaffhausen,62.0,2017-10-07
4580,Thurgau,30.0,2017-10-07
4581,Solothurn,27.0,2017-10-07
4582,Sankt Gallen,26.0,2017-10-07
4583,Zug,25.0,2017-10-07
4584,Aargau,23.0,2017-10-07
4585,Schwyz,21.0,2017-10-07
4586,Luzern,20.0,2017-10-07
4587,Bern,16.0,2017-10-07
4588,Basel-Stadt,14.0,2017-10-07
4589,Zürich,14.0,2017-10-07
4590,Basel-Landschaft,12.0,2017-10-07
4591,Graubünden,11.0,2017-10-07
4592,Freiburg,9.0,2017-10-07
4593,Wallis,9.0,2017-10-07
4594,Tessin,6.0,2017-10-07
4595,Waadt,3.0,2017-10-07
4596,Genf,3.0,2017-10-07
4597,Appenzell Innerrhoden,,2017-10-07
4598,Glarus,,2017-10-07
4599,Jura,,2017-10-07
4600,Neuenburg,,2017-10-07
4601,Uri,,2017-10-07
4602,Uri,100.0,2018-05-19
4603,Glarus,62.0,2018-05-19
4604,Zug,48.0,2018-05-19
4605,Luzern,38.0,2018-05-19
4606,Schaffhausen,36.0,2018-05-19
4607,Sankt Gallen,30.0,2018-05-19
4608,Basel-Landschaft,23.0,2018-05-19
4609,Aargau,19.0,2018-05-19
4610,Bern,17.0,2018-05-19
4611,Schwyz,16.0,2018-05-19
4612,Thurgau,15.0,2018-05-19
4613,Wallis,14.0,2018-05-19
4614,Solothurn,13.0,2018-05-19
4615,Graubünden,12.0,2018-05-19
4616,Freiburg,12.0,2018-05-19
4617,Zürich,11.0,2018-05-19
4618,Basel-Stadt,10.0,2018-05-19
4619,Waadt,8.0,2018-05-19
4620,Appenzell Innerrhoden,,2018-05-19
4621,Appenzell Ausserrhoden,,2018-05-19
4622,Genf,,2018-05-19
4623,Jura,,2018-05-19
4624,Neuenburg,,2018-05-19
4625,Nidwalden,,2018-05-19
4626,Obwalden,,2018-05-19
4627,Tessin,,2018-05-19
4628,Schaffhausen,100.0,2016-01-27
4629,Appenzell Ausserrhoden,97.0,2016-01-27
4630,Nidwalden,87.0,2016-01-27
4631,Solothurn,64.0,2016-01-27
4632,Aargau,32.0,2016-01-27
4633,Basel-Stadt,27.0,2016-01-27
4634,Sankt Gallen,24.0,2016-01-27
4635,Zürich,22.0,2016-01-27
4636,Luzern,22.0,2016-01-27
4637,Basel-Landschaft,20.0,2016-01-27
4638,Bern,18.0,2016-01-27
4639,Graubünden,18.0,2016-01-27
4640,Thurgau,16.0,2016-01-27
4641,Zug,15.0,2016-01-27
4642,Freiburg,11.0,2016-01-27
4643,Wallis,10.0,2016-01-27
4644,Tessin,7.0,2016-01-27
4645,Genf,4.0,2016-01-27
4646,Waadt,2.0,2016-01-27
4647,Appenzell Innerrhoden,,2016-01-27
4648,Glarus,,2016-01-27
4649,Jura,,2016-01-27
4650,Neuenburg,,2016-01-27
4651,Obwalden,,2016-01-27
4652,Schwyz,,2016-01-27
4653,Uri,,2016-01-27
4654,Glarus,100.0,2018-06-24
4655,Obwalden,97.0,2018-06-24
4656,Nidwalden,53.0,2018-06-24
4657,Uri,52.0,2018-06-24
4658,Luzern,33.0,2018-06-24
4659,Basel-Landschaft,30.0,2018-06-24
4660,Bern,27.0,2018-06-24
4661,Schwyz,27.0,2018-06-24
4662,Aargau,26.0,2018-06-24
4663,Schaffhausen,24.0,2018-06-24
4664,Sankt Gallen,22.0,2018-06-24
4665,Zürich,21.0,2018-06-24
4666,Solothurn,19.0,2018-06-24
4667,Basel-Stadt,18.0,2018-06-24
4668,Graubünden,15.0,2018-06-24
4669,Zug,14.0,2018-06-24
4670,Thurgau,12.0,2018-06-24
4671,Freiburg,7.0,2018-06-24
4672,Wallis,6.0,2018-06-24
4673,Waadt,6.0,2018-06-24
4674,Appenzell Innerrhoden,,2018-06-24
4675,Appenzell Ausserrhoden,,2018-06-24
4676,Genf,,2018-06-24
4677,Jura,,2018-06-24
4678,Neuenburg,,2018-06-24
4679,Tessin,,2018-06-24
4680,Glarus,100.0,2017-04-04
4681,Nidwalden,79.0,2017-04-04
4682,Thurgau,76.0,2017-04-04
4683,Schaffhausen,41.0,2017-04-04
4684,Basel-Landschaft,39.0,2017-04-04
4685,Zug,35.0,2017-04-04
4686,Luzern,32.0,2017-04-04
4687,Aargau,28.0,2017-04-04
4688,Bern,27.0,2017-04-04
4689,Basel-Stadt,25.0,2017-04-04
4690,Sankt Gallen,23.0,2017-04-04
4691,Solothurn,23.0,2017-04-04
4692,Schwyz,21.0,2017-04-04
4693,Zürich,18.0,2017-04-04
4694,Graubünden,17.0,2017-04-04
4695,Wallis,13.0,2017-04-04
4696,Freiburg,9.0,2017-04-04
4697,Genf,6.0,2017-04-04
4698,Waadt,4.0,2017-04-04
4699,Appenzell Innerrhoden,,2017-04-04
4700,Appenzell Ausserrhoden,,2017-04-04
4701,Jura,,2017-04-04
4702,Neuenburg,,2017-04-04
4703,Obwalden,,2017-04-04
4704,Tessin,,2017-04-04
4705,Uri,,2017-04-04
4706,Glarus,100.0,2016-08-23
4707,Obwalden,93.0,2016-08-23
4708,Nidwalden,64.0,2016-08-23
4709,Zug,41.0,2016-08-23
4710,Schaffhausen,40.0,2016-08-23
4711,Graubünden,40.0,2016-08-23
4712,Thurgau,38.0,2016-08-23
4713,Sankt Gallen,36.0,2016-08-23
4714,Basel-Landschaft,21.0,2016-08-23
4715,Schwyz,19.0,2016-08-23
4716,Aargau,18.0,2016-08-23
4717,Solothurn,18.0,2016-08-23
4718,Zürich,18.0,2016-08-23
4719,Wallis,16.0,2016-08-23
4720,Basel-Stadt,16.0,2016-08-23
4721,Bern,16.0,2016-08-23
4722,Luzern,15.0,2016-08-23
4723,Tessin,6.0,2016-08-23
4724,Waadt,3.0,2016-08-23
4725,Genf,2.0,2016-08-23
4726,Appenzell Innerrhoden,,2016-08-23
4727,Appenzell Ausserrhoden,,2016-08-23
4728,Freiburg,,2016-08-23
4729,Jura,,2016-08-23
4730,Neuenburg,,2016-08-23
4731,Uri,,2016-08-23
4732,Glarus,100.0,2016-10-09
4733,Appenzell Ausserrhoden,63.0,2016-10-09
4734,Nidwalden,61.0,2016-10-09
4735,Thurgau,42.0,2016-10-09
4736,Schaffhausen,36.0,2016-10-09
4737,Basel-Stadt,26.0,2016-10-09
4738,Basel-Landschaft,22.0,2016-10-09
4739,Schwyz,20.0,2016-10-09
4740,Solothurn,18.0,2016-10-09
4741,Luzern,17.0,2016-10-09
4742,Bern,15.0,2016-10-09
4743,Zug,15.0,2016-10-09
4744,Aargau,14.0,2016-10-09
4745,Zürich,14.0,2016-10-09
4746,Graubünden,14.0,2016-10-09
4747,Sankt Gallen,13.0,2016-10-09
4748,Genf,6.0,2016-10-09
4749,Tessin,5.0,2016-10-09
4750,Waadt,2.0,2016-10-09
4751,Appenzell Innerrhoden,,2016-10-09
4752,Freiburg,,2016-10-09
4753,Jura,,2016-10-09
4754,Neuenburg,,2016-10-09
4755,Obwalden,,2016-10-09
4756,Uri,,2016-10-09
4757,Wallis,,2016-10-09
4758,Obwalden,100.0,2018-03-09
4759,Glarus,97.0,2018-03-09
4760,Appenzell Ausserrhoden,86.0,2018-03-09
4761,Schwyz,59.0,2018-03-09
4762,Schaffhausen,46.0,2018-03-09
4763,Luzern,45.0,2018-03-09
4764,Solothurn,44.0,2018-03-09
4765,Sankt Gallen,42.0,2018-03-09
4766,Basel-Stadt,41.0,2018-03-09
4767,Zug,39.0,2018-03-09
4768,Zürich,38.0,2018-03-09
4769,Aargau,35.0,2018-03-09
4770,Bern,30.0,2018-03-09
4771,Thurgau,28.0,2018-03-09
4772,Basel-Landschaft,25.0,2018-03-09
4773,Wallis,23.0,2018-03-09
4774,Graubünden,13.0,2018-03-09
4775,Tessin,9.0,2018-03-09
4776,Waadt,7.0,2018-03-09
4777,Appenzell Innerrhoden,,2018-03-09
4778,Freiburg,,2018-03-09
4779,Genf,,2018-03-09
4780,Jura,,2018-03-09
4781,Neuenburg,,2018-03-09
4782,Nidwalden,,2018-03-09
4783,Uri,,2018-03-09
4784,Zug,100.0,2017-01-29
4785,Schwyz,99.0,2017-01-29
4786,Basel-Landschaft,83.0,2017-01-29
4787,Solothurn,71.0,2017-01-29
4788,Thurgau,53.0,2017-01-29
4789,Aargau,53.0,2017-01-29
4790,Luzern,51.0,2017-01-29
4791,Sankt Gallen,44.0,2017-01-29
4792,Basel-Stadt,43.0,2017-01-29
4793,Zürich,40.0,2017-01-29
4794,Bern,32.0,2017-01-29
4795,Graubünden,18.0,2017-01-29
4796,Freiburg,16.0,2017-01-29
4797,Waadt,10.0,2017-01-29
4798,Genf,8.0,2017-01-29
4799,Appenzell Innerrhoden,,2017-01-29
4800,Appenzell Ausserrhoden,,2017-01-29
4801,Glarus,,2017-01-29
4802,Jura,,2017-01-29
4803,Neuenburg,,2017-01-29
4804,Nidwalden,,2017-01-29
4805,Obwalden,,2017-01-29
4806,Schaffhausen,,2017-01-29
4807,Tessin,,2017-01-29
4808,Uri,,2017-01-29
4809,Wallis,,2017-01-29
4810,Appenzell Ausserrhoden,100.0,2015-10-01
4811,Thurgau,55.0,2015-10-01
4812,Zug,37.0,2015-10-01
4813,Schwyz,34.0,2015-10-01
4814,Solothurn,32.0,2015-10-01
4815,Wallis,25.0,2015-10-01
4816,Sankt Gallen,23.0,2015-10-01
4817,Bern,20.0,2015-10-01
4818,Graubünden,19.0,2015-10-01
4819,Zürich,19.0,2015-10-01
4820,Basel-Stadt,16.0,2015-10-01
4821,Neuenburg,15.0,2015-10-01
4822,Aargau,15.0,2015-10-01
4823,Luzern,13.0,2015-10-01
4824,Tessin,10.0,2015-10-01
4825,Waadt,3.0,2015-10-01
4826,Genf,3.0,2015-10-01
4827,Appenzell Innerrhoden,,2015-10-01
4828,Basel-Landschaft,,2015-10-01
4829,Freiburg,,2015-10-01
4830,Glarus,,2015-10-01
4831,Jura,,2015-10-01
4832,Nidwalden,,2015-10-01
4833,Obwalden,,2015-10-01
4834,Schaffhausen,,2015-10-01
4835,Uri,,2015-10-01
4836,Appenzell Ausserrhoden,100.0,2018-02-13
4837,Uri,75.0,2018-02-13
4838,Nidwalden,62.0,2018-02-13
4839,Glarus,62.0,2018-02-13
4840,Zug,49.0,2018-02-13
4841,Sankt Gallen,48.0,2018-02-13
4842,Basel-Landschaft,40.0,2018-02-13
4843,Luzern,39.0,2018-02-13
4844,Aargau,39.0,2018-02-13
4845,Jura,37.0,2018-02-13
4846,Schwyz,34.0,2018-02-13
4847,Solothurn,33.0,2018-02-13
4848,Schaffhausen,32.0,2018-02-13
4849,Thurgau,30.0,2018-02-13
4850,Bern,26.0,2018-02-13
4851,Zürich,23.0,2018-02-13
4852,Basel-Stadt,21.0,2018-02-13
4853,Graubünden,21.0,2018-02-13
4854,Wallis,12.0,2018-02-13
4855,Freiburg,8.0,2018-02-13
4856,Waadt,6.0,2018-02-13
4857,Appenzell Innerrhoden,,2018-02-13
4858,Genf,,2018-02-13
4859,Neuenburg,,2018-02-13
4860,Obwalden,,2018-02-13
4861,Tessin,,2018-02-13
4862,Appenzell Ausserrhoden,100.0,2017-12-20
4863,Uri,68.0,2017-12-20
4864,Schaffhausen,60.0,2017-12-20
4865,Obwalden,53.0,2017-12-20
4866,Sankt Gallen,29.0,2017-12-20
4867,Aargau,28.0,2017-12-20
4868,Graubünden,26.0,2017-12-20
4869,Basel-Landschaft,22.0,2017-12-20
4870,Zürich,22.0,2017-12-20
4871,Basel-Stadt,22.0,2017-12-20
4872,Schwyz,22.0,2017-12-20
4873,Thurgau,19.0,2017-12-20
4874,Luzern,17.0,2017-12-20
4875,Bern,14.0,2017-12-20
4876,Zug,13.0,2017-12-20
4877,Solothurn,12.0,2017-12-20
4878,Tessin,12.0,2017-12-20
4879,Wallis,10.0,2017-12-20
4880,Waadt,4.0,2017-12-20
4881,Genf,3.0,2017-12-20
4882,Appenzell Innerrhoden,,2017-12-20
4883,Freiburg,,2017-12-20
4884,Glarus,,2017-12-20
4885,Jura,,2017-12-20
4886,Neuenburg,,2017-12-20
4887,Nidwalden,,2017-12-20
4888,Schaffhausen,100.0,2016-11-13
4889,Thurgau,97.0,2016-11-13
4890,Basel-Landschaft,81.0,2016-11-13
4891,Luzern,72.0,2016-11-13
4892,Aargau,71.0,2016-11-13
4893,Graubünden,59.0,2016-11-13
4894,Bern,55.0,2016-11-13
4895,Sankt Gallen,52.0,2016-11-13
4896,Zürich,50.0,2016-11-13
4897,Schwyz,48.0,2016-11-13
4898,Solothurn,47.0,2016-11-13
4899,Basel-Stadt,45.0,2016-11-13
4900,Zug,37.0,2016-11-13
4901,Freiburg,20.0,2016-11-13
4902,Genf,14.0,2016-11-13
4903,Waadt,10.0,2016-11-13
4904,Appenzell Innerrhoden,,2016-11-13
4905,Appenzell Ausserrhoden,,2016-11-13
4906,Glarus,,2016-11-13
4907,Jura,,2016-11-13
4908,Neuenburg,,2016-11-13
4909,Nidwalden,,2016-11-13
4910,Obwalden,,2016-11-13
4911,Tessin,,2016-11-13
4912,Uri,,2016-11-13
4913,Wallis,,2016-11-13
4914,Obwalden,100.0,2018-05-10
4915,Graubünden,58.0,2018-05-10
4916,Nidwalden,54.0,2018-05-10
4917,Sankt Gallen,48.0,2018-05-10
4918,Schaffhausen,47.0,2018-05-10
4919,Zug,39.0,2018-05-10
4920,Basel-Stadt,33.0,2018-05-10
4921,Bern,30.0,2018-05-10
4922,Schwyz,29.0,2018-05-10
4923,Aargau,29.0,2018-05-10
4924,Thurgau,26.0,2018-05-10
4925,Basel-Landschaft,25.0,2018-05-10
4926,Luzern,23.0,2018-05-10
4927,Zürich,21.0,2018-05-10
4928,Solothurn,16.0,2018-05-10
4929,Tessin,10.0,2018-05-10
4930,Waadt,10.0,2018-05-10
4931,Wallis,7.0,2018-05-10
4932,Appenzell Innerrhoden,,2018-05-10
4933,Appenzell Ausserrhoden,,2018-05-10
4934,Freiburg,,2018-05-10
4935,Genf,,2018-05-10
4936,Glarus,,2018-05-10
4937,Jura,,2018-05-10
4938,Neuenburg,,2018-05-10
4939,Uri,,2018-05-10
4940,Obwalden,100.0,2017-07-30
4941,Zug,70.0,2017-07-30
4942,Schwyz,56.0,2017-07-30
4943,Graubünden,32.0,2017-07-30
4944,Luzern,32.0,2017-07-30
4945,Thurgau,32.0,2017-07-30
4946,Aargau,29.0,2017-07-30
4947,Sankt Gallen,26.0,2017-07-30
4948,Bern,25.0,2017-07-30
4949,Basel-Landschaft,23.0,2017-07-30
4950,Basel-Stadt,21.0,2017-07-30
4951,Zürich,19.0,2017-07-30
4952,Tessin,15.0,2017-07-30
4953,Solothurn,11.0,2017-07-30
4954,Genf,4.0,2017-07-30
4955,Appenzell Innerrhoden,,2017-07-30
4956,Appenzell Ausserrhoden,,2017-07-30
4957,Freiburg,,2017-07-30
4958,Glarus,,2017-07-30
4959,Jura,,2017-07-30
4960,Neuenburg,,2017-07-30
4961,Nidwalden,,2017-07-30
4962,Schaffhausen,,2017-07-30
4963,Uri,,2017-07-30
4964,Waadt,,2017-07-30
4965,Wallis,,2017-07-30
4966,Obwalden,100.0,2016-04-03
4967,Appenzell Ausserrhoden,67.0,2016-04-03
4968,Jura,33.0,2016-04-03
4969,Schaffhausen,32.0,2016-04-03
4970,Sankt Gallen,30.0,2016-04-03
4971,Thurgau,21.0,2016-04-03
4972,Luzern,21.0,2016-04-03
4973,Basel-Stadt,21.0,2016-04-03
4974,Zug,19.0,2016-04-03
4975,Solothurn,19.0,2016-04-03
4976,Aargau,19.0,2016-04-03
4977,Bern,18.0,2016-04-03
4978,Basel-Landschaft,18.0,2016-04-03
4979,Zürich,14.0,2016-04-03
4980,Tessin,9.0,2016-04-03
4981,Graubünden,8.0,2016-04-03
4982,Freiburg,7.0,2016-04-03
4983,Wallis,6.0,2016-04-03
4984,Genf,4.0,2016-04-03
4985,Waadt,2.0,2016-04-03
4986,Appenzell Innerrhoden,,2016-04-03
4987,Glarus,,2016-04-03
4988,Neuenburg,,2016-04-03
4989,Nidwalden,,2016-04-03
4990,Schwyz,,2016-04-03
4991,Uri,,2016-04-03
4992,Appenzell Ausserrhoden,100.0,2017-08-24
4993,Uri,47.0,2017-08-24
4994,Zug,26.0,2017-08-24
4995,Schaffhausen,20.0,2017-08-24
4996,Aargau,16.0,2017-08-24
4997,Basel-Landschaft,13.0,2017-08-24
4998,Luzern,13.0,2017-08-24
4999,Zürich,10.0,2017-08-24
5000,Bern,9.0,2017-08-24
5001,Sankt Gallen,9.0,2017-08-24
5002,Schwyz,9.0,2017-08-24
5003,Wallis,8.0,2017-08-24
5004,Graubünden,8.0,2017-08-24
5005,Thurgau,7.0,2017-08-24
5006,Basel-Stadt,5.0,2017-08-24
5007,Tessin,5.0,2017-08-24
5008,Solothurn,5.0,2017-08-24
5009,Freiburg,4.0,2017-08-24
5010,Waadt,2.0,2017-08-24
5011,Genf,1.0,2017-08-24
5012,Appenzell Innerrhoden,,2017-08-24
5013,Glarus,,2017-08-24
5014,Jura,,2017-08-24
5015,Neuenburg,,2017-08-24
5016,Nidwalden,,2017-08-24
5017,Obwalden,,2017-08-24
5018,Glarus,100.0,2017-03-07
5019,Appenzell Ausserrhoden,88.0,2017-03-07
5020,Schaffhausen,51.0,2017-03-07
5021,Solothurn,41.0,2017-03-07
5022,Bern,41.0,2017-03-07
5023,Thurgau,38.0,2017-03-07
5024,Basel-Landschaft,37.0,2017-03-07
5025,Luzern,33.0,2017-03-07
5026,Zürich,31.0,2017-03-07
5027,Basel-Stadt,27.0,2017-03-07
5028,Sankt Gallen,25.0,2017-03-07
5029,Aargau,25.0,2017-03-07
5030,Schwyz,24.0,2017-03-07
5031,Graubünden,23.0,2017-03-07
5032,Wallis,18.0,2017-03-07
5033,Zug,17.0,2017-03-07
5034,Tessin,7.0,2017-03-07
5035,Genf,3.0,2017-03-07
5036,Appenzell Innerrhoden,,2017-03-07
5037,Freiburg,,2017-03-07
5038,Jura,,2017-03-07
5039,Neuenburg,,2017-03-07
5040,Nidwalden,,2017-03-07
5041,Obwalden,,2017-03-07
5042,Uri,,2017-03-07
5043,Waadt,,2017-03-07
5044,Obwalden,100.0,2016-05-19
5045,Appenzell Ausserrhoden,57.0,2016-05-19
5046,Basel-Landschaft,37.0,2016-05-19
5047,Sankt Gallen,31.0,2016-05-19
5048,Aargau,29.0,2016-05-19
5049,Luzern,22.0,2016-05-19
5050,Schwyz,21.0,2016-05-19
5051,Wallis,17.0,2016-05-19
5052,Solothurn,17.0,2016-05-19
5053,Basel-Stadt,16.0,2016-05-19
5054,Graubünden,16.0,2016-05-19
5055,Zürich,14.0,2016-05-19
5056,Bern,13.0,2016-05-19
5057,Zug,13.0,2016-05-19
5058,Thurgau,13.0,2016-05-19
